pert_name	n_signatures	min_score	median_score	mean_score	best_fdr_q_nlog10	best_cell	moa	targets	direction
propofol	13	-1.0279	0	0.3433076923076923	1.3338	ASC	GABA receptor agonist		negative
prothionamide	14	-1.0279	0	0.08325000000000002	1.3338	PHH	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor;-666		negative
BRD-K87073769	4	-1.0278	-0.4316	-0.22970000000000002	1.3338	A375	-666		negative
BRD-K89010697	7	-1.0278	0	-0.1524	1.3338	HT29	-666		negative
FTI-276	18	-1.0278	0	0.13854999999999998	1.3338	VCAP	Farnesyltransferase inhibitor		negative
BRD-K39419290	1	-1.0277	-1.0277	-1.0277	1.3338	U2OS	-666		negative
BRD-K51218228	1	-1.0277	-1.0277	-1.0277	1.3338	PC3	-666		negative
dutasteride	8	-1.0277	0	-0.10857500000000002	1.3338	HT29	5-alpha reductase inhibitor		negative
BRD-K75964914	2	-1.0276	0.024699999999999944	0.024699999999999944	1.3338	VCAP	-666		negative
BRD-K89364593	3	-1.0276	0	-0.09653333333333336	1.3338	U2OS	-666		negative
citral	2	-1.0276	-0.5138	-0.5138	1.3338	A549	-666		negative
BRD-K32803351	4	-1.0275	-0.4737	-0.26570000000000005	1.3338	U2OS	-666		negative
BRD-K38665228	1	-1.0275	-1.0275	-1.0275	1.3338	VCAP	-666		negative
BRD-K59085546	5	-1.0275	-0.7218	-0.54166	1.3338	HT29	-666		negative
BRD-K97599743	3	-1.0275	0	-0.01726666666666669	1.3338	A549	-666		negative
VU-0415556-1	8	-1.0275	-0.39	-0.36172499999999996	1.3338	A375	-666		negative
BRD-K32320888	9	-1.0274	0	0.06292222222222218	1.3338	A375	-666		negative
BRD-K90556238	2	-1.0273	-0.51365	-0.51365	1.3337	VCAP	-666		negative
BRD-K99827928	4	-1.0273	-0.45685	-0.23215000000000002	1.3338	PC3	-666		negative
BRD-K21305828	1	-1.0272	-1.0272	-1.0272	1.3337	VCAP	-666		negative
BRD-K50174388	4	-1.0272	-0.42395	-0.46877499999999994	1.3337	U2OS	-666		negative
BRD-K92841050	2	-1.0272	-0.9133499999999999	-0.9133499999999999	1.3337	U2OS	-666		negative
BRD-K51791261	2	-1.0271	-0.51355	-0.51355	1.3336	VCAP	-666		negative
BRD-K63757709	1	-1.0271	-1.0271	-1.0271	1.3336	VCAP	-666		negative
BRD-K77320816	3	-1.0271	-0.9212	-0.6494333333333333	1.3336	A549	-666		negative
BRD-K83122599	1	-1.0271	-1.0271	-1.0271	1.3336	U2OS	-666		negative
MW-MITF28	9	-1.0271	0	-0.12163333333333332	1.3336	HT29	-666		negative
BRD-K25573760	1	-1.027	-1.027	-1.027	1.3335	U2OS	-666		negative
BRD-K89833114	2	-1.027	-0.5135	-0.5135	1.3334	VCAP	-666		negative
BRD-K31754360	13	-1.0269	-0.6796	-0.1894846153846154	1.3333	HCC515	-666		negative
BRD-K38536183	1	-1.0269	-1.0269	-1.0269	1.3333	U2OS	-666		negative
BRD-K43419088	2	-1.0269	-0.059549999999999936	-0.059549999999999936	1.3332	VCAP	-666		negative
BRD-K80779790	6	-1.0269	-0.43975	-0.4832666666666666	1.3333	PC3	-666		negative
BRD-K06519744	1	-1.0268	-1.0268	-1.0268	1.3318	U2OS	-666		negative
BRD-K83270677	1	-1.0267	-1.0267	-1.0267	1.3313	U2OS	-666		negative
TEPP-46	8	-1.0267	0.39935	0.4266125	1.3316	HT29	Pyruvate kinase isozyme activator		negative
BRD-K09540583	3	-1.0266	0	-0.3422	1.3305	VCAP	-666		negative
BRD-K94974633	2	-1.0266	-0.0131	-0.0131	1.3303	VCAP	-666		negative
amphotericin	1	-1.0266	-1.0266	-1.0266	1.3299	HPTEC	-666		negative
BRD-K28190569	2	-1.0265	-0.51325	-0.51325	1.3296	MCF7	-666		negative
BRD-K33873762	1	-1.0265	-1.0265	-1.0265	1.3295	U2OS	-666		negative
BRD-K45307499	2	-1.0265	-0.51325	-0.51325	1.3296	A549	-666		negative
BRD-K79527000	4	-1.0265	0	0.02562500000000001	1.3295	HT29	-666		negative
BRD-K32388810	5	-1.0264	-0.9126	-0.73336	1.3295	HT29	-666		negative
BRD-K02637850	1	-1.0263	-1.0263	-1.0263	1.3295	U2OS	-666		negative
BRD-K15885023	8	-1.0263	0	0.2090625	1.3295	A549	-666		negative
BRD-K42506600	1	-1.0263	-1.0263	-1.0263	1.3295	U2OS	-666		negative
danegaptide	9	-1.0263	0	-0.28967777777777776	1.3295	A375	Gap junction modulator		negative
BRD-K03936430	2	-1.0262	-0.046599999999999975	-0.046599999999999975	1.3295	A375	-666		negative
BRD-K24671931	1	-1.0262	-1.0262	-1.0262	1.3295	A375	-666		negative
BRD-K39096267	2	-1.0262	-0.87585	-0.87585	1.3295	NEU	-666		negative
BRD-K56258950	1	-1.0262	-1.0262	-1.0262	1.3295	U2OS	-666		negative
BRD-K89432015	2	-1.0262	-0.5131	-0.5131	1.3295	VCAP	-666		negative
BRD-K51126483	9	-1.0261	-0.7591	-0.3852333333333333	1.3295	A549	-666		negative
BRD-K66838288	1	-1.0261	-1.0261	-1.0261	1.3295	U2OS	-666		negative
BRD-K90256762	6	-1.0261	0	-0.31311666666666665	1.3295	A375	-666		negative
BRD-K53181055	3	-1.026	0.9468	0.31096666666666667	1.3295	A549	-666		negative
BRD-K68326515	7	-1.026	0	0.26795714285714284	1.3295	VCAP	-666		negative
BRD-K90004145	2	-1.026	-0.915	-0.915	1.3295	U2OS	-666		negative
BRD-K92022308	2	-1.026	-0.513	-0.513	1.3295	A549	-666		negative
CX-4945	26	-1.026	0.6416999999999999	0.40110384615384614	1.3295	KMS34	Casein kinase inhibitor		negative
BRD-K63803358	1	-1.0258	-1.0258	-1.0258	1.3295	U2OS	-666		negative
BRD-M57185017	2	-1.0258	-0.5129	-0.5129	1.3295	PC3	-666		negative
BRD-A02836799	2	-1.0257	-0.14670000000000005	-0.14670000000000005	1.3295	VCAP	-666		negative
BRD-K80196706	1	-1.0257	-1.0257	-1.0257	1.3295	U2OS	-666		negative
BRD-K86682249	18	-1.0257	0.8482000000000001	0.44724444444444444	1.3295	NCIH508	-666		negative
BRD-K91833864	2	-1.0257	-0.89225	-0.89225	1.3295	U2OS	-666		negative
BRD-K03845749	3	-1.0256	0	-0.3418666666666667	1.3295	VCAP	-666		negative
BRD-K63663384	1	-1.0256	-1.0256	-1.0256	1.3295	U2OS	-666		negative
BRD-K73281599	1	-1.0256	-1.0256	-1.0256	1.3295	MCF7	-666		negative
BRD-K86303874	6	-1.0256	0	-0.004083333333333328	1.3295	PC3	-666		negative
BRD-K20859359	9	-1.0255	0	-0.21981111111111112	1.3295	VCAP	-666		negative
BRD-K40654626	2	-1.0255	0.004449999999999954	0.004449999999999954	1.3295	HEPG2	Immunostimulant		negative
BRD-K59805090	8	-1.0255	0	0.18617499999999998	1.3295	VCAP	-666		negative
BRD-K17122788	5	-1.0254	0	-0.20508	1.3295	HT29	-666		negative
BRD-K21216453	2	-1.0254	-0.5127	-0.5127	1.3295	U2OS	-666		negative
BRD-K37290471	3	-1.0254	0	-0.34180000000000005	1.3295	A375	-666		negative
BRD-K68644714	2	-1.0254	-0.5127	-0.5127	1.3295	U2OS	-666		negative
BRD-K86728331	4	-1.0254	0	-0.03667500000000001	1.3295	U2OS	-666		negative
BRD-K68495126	7	-1.0253	0	0.1494285714285714	1.3295	PC3	-666		negative
BRD-K88292241	1	-1.0253	-1.0253	-1.0253	1.3295	U2OS	-666		negative
BRD-K88964386	12	-1.0253	0	-0.05848333333333335	1.3295	MCF7	-666		negative
deoxyrhapontin	11	-1.0253	0	0.06774545454545454	1.3295	A549	-666		negative
BRD-K25994126	3	-1.0252	0.6784	0.22723333333333337	1.3295	U2OS	-666		negative
BRD-K59185421	1	-1.0251	-1.0251	-1.0251	1.3295	HUH7	-666		negative
TCDD-dioxin	5	-1.0251	-0.9043	-0.755	1.3295	HA1E	Aryl hydrocarbon receptor activator		negative
BRD-K61044449	2	-1.025	-0.8694	-0.8694	1.3295	VCAP	-666		negative
BRD-K75996234	3	-1.025	-0.6646	-0.5631999999999999	1.3295	U2OS	-666		negative
BRD-K80240487	1	-1.025	-1.025	-1.025	1.3295	U2OS	-666		negative
BRD-K83893121	1	-1.025	-1.025	-1.025	1.3295	VCAP	-666		negative
BRD-K00867929	2	-1.0249	-0.51245	-0.51245	1.3295	U2OS	-666		negative
BRD-K04883778	1	-1.0249	-1.0249	-1.0249	1.3295	U2OS	-666		negative
BRD-K57786095	8	-1.0249	0	-0.19405	1.3295	HEPG2	-666		negative
BRD-K70435062	2	-1.0249	-0.11454999999999999	-0.11454999999999999	1.3295	U2OS	-666		negative
meclizine	21	-1.0249	0	0.10117619047619048	1.3295	THP1	Constitutive androstane receptor (CAR) agonist		negative
BRD-K57218099	2	-1.0248	0.05020000000000002	0.05020000000000002	1.3295	U2OS	-666		negative
BRD-K51349050	3	-1.0247	-0.6883	-0.571	1.3295	MCF7	-666		negative
ARG-CSC-91	17	-1.0246	0	0.0498294117647059	1.3295	HCT116	-666		negative
BRD-K16762525	8	-1.0246	0	0.05243750000000001	1.3295	MCF7	Bacterial 50S ribosomal subunit inhibitor		negative
BRD-K41763142	9	-1.0246	0	0.17201111111111114	1.3295	A549	-666		negative
BRD-K58360282	2	-1.0246	0.03565000000000007	0.03565000000000007	1.3295	VCAP	-666		negative
mestinon	14	-1.0246	0	0.05622142857142858	1.3295	HEK293	Cholinesterase inhibitor		negative
BRD-K44897610	1	-1.0245	-1.0245	-1.0245	1.3294	U2OS	-666		negative
SDM-25N	10	-1.0244	0.6773	0.33677	1.3293	U2OS	Opioid receptor antagonist		negative
BRD-K33653343	1	-1.0243	-1.0243	-1.0243	1.3293	U2OS	-666		negative
BRD-K52831896	13	-1.0243	0	-0.10443846153846154	1.3293	HT29	-666		negative
BRD-K86719628	2	-1.0243	-0.05514999999999998	-0.05514999999999998	1.3293	VCAP	-666		negative
BRD-K02448874	2	-1.0242	-0.5121	-0.5121	1.3292	VCAP	-666		negative
BRD-K03324036	1	-1.0242	-1.0242	-1.0242	1.3292	HEPG2	-666		negative
BRD-K30633722	8	-1.0242	0	0.0981875	1.3292	VCAP	-666		negative
BRD-K76882924	12	-1.0242	0	-0.008308333333333334	1.3292	PC3	-666		negative
2-NAPHTHYLAMINE	1	-1.0241	-1.0241	-1.0241	1.3291	MCF10A	-666		negative
BRD-K34262858	1	-1.0241	-1.0241	-1.0241	1.3291	U2OS	-666		negative
BRD-K71879957	9	-1.0241	0	0.039700000000000006	1.3292	MCF7	-666		negative
BRD-K65801064	3	-1.024	0	-0.03350000000000001	1.3289	A375	-666		negative
BRD-K64021372	2	-1.0239	-0.13145	-0.13145	1.3288	VCAP	-666		negative
BRD-K68314790	1	-1.0239	-1.0239	-1.0239	1.3288	U2OS	-666		negative
cinacalcet	14	-1.0239	0	0.14639285714285713	1.3288	HEPG2	Calcium channel activator		negative
BRD-K10210954	2	-1.0238	-0.07520000000000004	-0.07520000000000004	1.3286	U2OS	-666		negative
BRD-K34332181	5	-1.0238	0	-0.37216	1.3286	A549	-666		negative
BRD-K91379182	4	-1.0238	-0.08429999999999993	0.014975000000000016	1.3285	A375	-666		negative
pepstatin	9	-1.0238	-0.8125	-0.03885555555555556	1.3286	HCC515	Aspartic protease inhibitor		negative
BRD-K90429860	1	-1.0237	-1.0237	-1.0237	1.3283	U2OS	-666		negative
BRD-K97733472	1	-1.0237	-1.0237	-1.0237	1.3283	U2OS	-666		negative
guanaben-acetate	28	-1.0237	0	0.147625	1.3279	VCAP	-666;Adrenergic receptor agonist		negative
BRD-K37431309	1	-1.0236	-1.0236	-1.0236	1.3278	U2OS	-666		negative
BRD-K78623319	1	-1.0236	-1.0236	-1.0236	1.3279	U2OS	-666		negative
BRD-K80940272	3	-1.0236	-0.7583	-0.5939666666666666	1.3279	A549	-666		negative
BRD-K84864079	8	-1.0236	0.8846	0.537375	1.3277	A375	-666		negative
tamsulosin	14	-1.0236	0	0.25310714285714286	1.3278	HEK293	Adrenergic receptor antagonist		negative
BRD-K03222452	10	-1.0235	0	-0.18195	1.3268	VCAP	-666		negative
BRD-K88269272	1	-1.0234	-1.0234	-1.0234	1.3264	VCAP	-666		negative
BRD-K16980601	2	-1.0233	-0.51165	-0.51165	1.3253	U2OS	-666		negative
BRD-K36439830	3	-1.0233	1.1154	0.4136666666666666	1.3228	A549	-666		negative
BRD-K60848736	1	-1.0233	-1.0233	-1.0233	1.3253	U2OS	-666		negative
BRD-K78596805	1	-1.0232	-1.0232	-1.0232	1.3214	U2OS	-666		negative
BRD-K87849910	1	-1.0232	-1.0232	-1.0232	1.3218	U2OS	-666		negative
eicosatrienoic-acid	13	-1.0232	0	0.11937692307692307	1.3215	HEPG2	Vasodilator		negative
BRD-K06208179	1	-1.0231	-1.0231	-1.0231	1.3212	U2OS	-666		negative
BRD-K14622703	2	-1.0231	-0.02884999999999993	-0.02884999999999993	1.3211	VCAP	-666		negative
BRD-K16826857	2	-1.0231	-0.51155	-0.51155	1.321	PC3	-666		negative
BRD-K25006240	3	-1.0231	-0.9802	-0.6677666666666666	1.3213	VCAP	-666		negative
BRD-K30936057	2	-1.0231	-0.51155	-0.51155	1.3212	MCF7	-666		negative
BRD-K71346068	2	-1.0231	-0.51155	-0.51155	1.3211	VCAP	-666		negative
BRD-K18515345	1	-1.023	-1.023	-1.023	1.3206	U2OS	-666		negative
BRD-K48753787	1	-1.023	-1.023	-1.023	1.3207	U2OS	-666		negative
BRD-K51266459	2	-1.023	-0.5115	-0.5115	1.3207	U2OS	-666		negative
BRD-K60354118	4	-1.023	-0.387	-0.44925	1.3208	U2OS	-666		negative
GDC-834	11	-1.023	0	0.13634545454545455	1.3206	SKMEL5	-666		negative
Y-26763	22	-1.023	0	0.36626363636363635	1.3206	U2OS	Potassium channel activator		negative
BRD-K16730781	2	-1.0229	-0.9032499999999999	-0.9032499999999999	1.3205	A549	-666		negative
GALR3_ALARIN	2	-1.0229	-0.51145	-0.51145	1.3204	HEK293	-666		negative
BRD-A68039575	7	-1.0228	0	-0.020028571428571427	1.3203	HT29	Aromatase inhibitor		negative
BRD-K18511213	4	-1.0228	-0.7818	-0.6466	1.3203	VCAP	-666		negative
BRD-K35514965	9	-1.0227	0	0.3366777777777778	1.3202	HT29	-666		negative
BRD-K45428339	1	-1.0227	-1.0227	-1.0227	1.3202	U2OS	-666		negative
BRD-K46393778	5	-1.0227	0	-0.04663999999999997	1.3202	MCF7	-666		negative
BRD-K63809385	1	-1.0227	-1.0227	-1.0227	1.3202	U2OS	-666		negative
BRD-K66185150	5	-1.0227	0	-0.37682	1.3202	VCAP	-666		negative
SA-85901	10	-1.0227	0	-9.000000000000007e-4	1.3202	HT29	-666		negative
BRD-K01699883	1	-1.0226	-1.0226	-1.0226	1.3202	U2OS	-666		negative
BRD-K24319929	1	-1.0226	-1.0226	-1.0226	1.3202	VCAP	-666		negative
BRD-K50131741	12	-1.0226	0	0.040191666666666674	1.3202	A375	-666		negative
BRD-K83544408	1	-1.0226	-1.0226	-1.0226	1.3202	U2OS	-666		negative
BRD-K24193032	3	-1.0225	-0.8812	-0.34946666666666665	1.3201	MCF7	-666		negative
BRD-K37601439	1	-1.0225	-1.0225	-1.0225	1.3201	U2OS	-666		negative
SB-218795	14	-1.0224	0.4174	0.3918642857142857	1.3201	HEPG2	Tachykinin antagonist		negative
BRD-K73483999	2	-1.0223	-0.08055000000000001	-0.08055000000000001	1.32	VCAP	-666		negative
EMD-53998	13	-1.0222	0	0.1947769230769231	1.3198	HA1E	Phosphodiesterase inhibitor		negative
BRD-K37219781	2	-1.0221	-0.51105	-0.51105	1.3198	U2OS	-666		negative
BRD-K44537081	1	-1.0221	-1.0221	-1.0221	1.3197	U2OS	-666		negative
BRD-K61359235	11	-1.0221	0	0.1090181818181818	1.3197	ASC	-666		negative
BRD-K44420259	5	-1.022	0	-0.044379999999999996	1.3193	U2OS	-666		negative
BRD-K85773425	2	-1.022	-1.0094	-1.0094	1.3195	VCAP	-666		negative
BRD-K60759206	5	-1.0219	-0.8478	-0.4128	1.3191	A549	-666		negative
hydrocortisone-valerate	10	-1.0219	0.4166	0.27388	1.3192	HEPG2	Corticosteroid agonist|Glucocorticoid receptor agonist		negative
BRD-K47810177	2	-1.0218	-1.0059	-1.0059	1.3176	U2OS	-666		negative
BRD-K79962460	4	-1.0218	-0.4097	-0.46030000000000004	1.3178	A375	-666		negative
tranylcypromine	30	-1.0218	0	0.3075866666666667	1.3179	PC3	Monoamine oxidase inhibitor		negative
varenicline	27	-1.0218	0	0.09954074074074074	1.3177	PC3	Acetylcholine receptor agonist		negative
BRD-K10906552	13	-1.0217	0	-0.016007692307692313	1.3171	HT29	-666		negative
BRD-K13289658	1	-1.0217	-1.0217	-1.0217	1.3166	U2OS	-666		negative
BRD-K39241486	4	-1.0217	-0.72955	-0.6202000000000001	1.3174	A375	-666		negative
BRD-K51418105	2	-1.0217	-0.8086	-0.8086	1.317	A375	-666		negative
BRD-K63336416	2	-1.0217	-0.51085	-0.51085	1.3171	U2OS	-666		negative
BRD-K69178842	4	-1.0217	-0.3026	-0.178	1.3167	VCAP	-666		negative
BRD-K91019833	2	-1.0217	-0.51085	-0.51085	1.3166	U2OS	-666		negative
BRD-K94580036	9	-1.0217	0	0.038	1.3172	A549	-666		negative
pifithrin	14	-1.0217	0	0.01912142857142856	1.3172	VCAP	p53 inhibitor		negative
BRD-K22870904	1	-1.0216	-1.0216	-1.0216	1.3165	U2OS	-666		negative
KUC103903N	9	-1.0216	0	-0.3048666666666667	1.316	HA1E	-666		negative
brinzolamide	13	-1.0216	0	0.13953076923076924	1.3163	MCF7	Carbonic anhydrase inhibitor		negative
BRD-K15935695	9	-1.0215	-0.6845	-0.5018	1.3158	VCAP	-666		negative
BRD-K58524976	2	-1.0215	-0.51075	-0.51075	1.3157	U2OS	-666		negative
BRD-K77791851	2	-1.0215	-0.9899500000000001	-0.9899500000000001	1.3159	U2OS	-666		negative
BRD-K07591847	2	-1.0214	-0.5107	-0.5107	1.3157	U2OS	-666		negative
BRD-K27305388	6	-1.0214	0	-0.1495	1.3156	A375	-666		negative
BRD-K62351887	1	-1.0214	-1.0214	-1.0214	1.3157	U2OS	-666		negative
BRD-K69332942	3	-1.0214	-0.848	-0.22253333333333336	1.3155	U2OS	-666		negative
aceclidine	2	-1.0214	-0.5107	-0.5107	1.3157	PC3	-666		negative
lofexidine	18	-1.0214	0	-0.03468888888888891	1.3157	HEK293	Adrenergic receptor agonist		negative
BRD-K53092731	4	-1.0213	0	-0.255325	1.3155	MCF7	-666		negative
BRD-K55854370	3	-1.0213	-0.7872	-0.8464	1.3155	HT29	-666		negative
BRD-K69306987	4	-1.0213	0.5047	0.25095	1.3155	HT29	-666		negative
AS-604850	14	-1.0212	0	0.057514285714285726	1.3153	A549	PI3K inhibitor		negative
BD-1063	14	-1.0212	0	0.051107142857142844	1.3153	ASC	Sigma receptor antagonist		negative
BRD-K44408410	8	-1.0212	0	-0.250775	1.3153	HT29	HIF Inhibitor		negative
BRD-K74951051	8	-1.0212	-0.9138	-0.70415	1.3154	A375	-666		negative
EI-273	15	-1.0212	0	-0.025046666666666682	1.3153	VCAP	PKC inhibitor		negative
BRD-K26653603	10	-1.0211	0	0.002120000000000022	1.3152	VCAP	-666		negative
BRD-K32598858	9	-1.0211	0	0.10825555555555558	1.3152	A375	-666		negative
altretamine	22	-1.0211	0	0.16338181818181818	1.3152	A375	DNA inhibitor		negative
BRD-K01103048	1	-1.021	-1.021	-1.021	1.3152	U2OS	-666		negative
BRD-K06953509	4	-1.021	0.4489	0.20115000000000002	1.3152	PC3	-666		negative
BRD-K19658687	4	-1.021	0.4385	0.29290000000000005	1.3152	MCF7	-666		negative
BRD-K89074352	2	-1.021	-0.09169999999999995	-0.09169999999999995	1.3152	U2OS	-666		negative
BRD-K91998226	1	-1.021	-1.021	-1.021	1.3151	U2OS	-666		negative
BRD-A68842442	1	-1.0209	-1.0209	-1.0209	1.3151	U2OS	-666		negative
BRD-K89668690	1	-1.0209	-1.0209	-1.0209	1.3151	U2OS	-666		negative
BRD-K44925462	7	-1.0208	0	0.18905714285714287	1.3151	A375	-666		negative
BRD-K46998548	4	-1.0208	0.421	0.198275	1.3151	A375	-666		negative
BRD-K64368934	1	-1.0208	-1.0208	-1.0208	1.3151	VCAP	-666		negative
BRD-K66775134	8	-1.0208	0	0.11482500000000001	1.3151	VCAP	-666		negative
BRD-K69740275	1	-1.0208	-1.0208	-1.0208	1.3151	U2OS	-666		negative
nefiracetam	13	-1.0208	0	0.20828461538461537	1.3151	PC3	Acetylcholine receptor agonist|GABA receptor agonist		negative
BRD-K71287386	4	-1.0207	-0.46	-0.249275	1.3151	A375	-666		negative
BRD-K75985729	2	-1.0207	-0.8860999999999999	-0.8860999999999999	1.3151	VCAP	-666		negative
BRD-K78915806	2	-1.0207	0.02410000000000001	0.02410000000000001	1.3151	VCAP	-666		negative
BRD-K92439079	4	-1.0207	0.4897	0.24130000000000001	1.3151	HT29	-666		negative
KM-00519SC	9	-1.0207	0	-0.07844444444444444	1.3151	MCF7	-666		negative
BRD-K21987633	2	-1.0206	0.06240000000000001	0.06240000000000001	1.3151	U2OS	-666		negative
BRD-K23091084	2	-1.0206	-0.9031499999999999	-0.9031499999999999	1.3151	U2OS	-666		negative
BRD-K48545097	2	-1.0206	-0.90835	-0.90835	1.3151	U2OS	-666		negative
cyclopentolate	13	-1.0206	0	0.03738461538461539	1.3151	HEPG2	Acetylcholine receptor antagonist		negative
BRD-K05150608	5	-1.0205	0	-0.02125999999999999	1.3151	PC3	-666		negative
BRD-K67556876	1	-1.0205	-1.0205	-1.0205	1.3151	U2OS	-666		negative
BRD-K89299922	4	-1.0205	-0.3997	-0.454975	1.3151	A375	-666		negative
BRD-K18641148	6	-1.0204	0.3345	0.08181666666666666	1.3151	VCAP	-666		negative
BRD-K58698092	4	-1.0204	0	0.0018000000000000238	1.3151	HT29	-666		negative
BRD-K79145797	2	-1.0204	-0.1406	-0.1406	1.3151	U2OS	-666		negative
BRD-K99971319	1	-1.0204	-1.0204	-1.0204	1.3151	U2OS	-666		negative
BRD-K72505722	4	-1.0203	0	-0.255075	1.3151	MCF7	-666		negative
BRD-K82494568	9	-1.0203	0	0.39823333333333333	1.3151	U2OS	-666		negative
BRD-A98444709	9	-1.0202	0	0.04522222222222224	1.3151	A549	-666		negative
BRD-K74709515	2	-1.0202	-0.8568	-0.8568	1.3151	MCF7	-666		negative
BRD-K12202458	1	-1.0201	-1.0201	-1.0201	1.315	U2OS	-666		negative
BRD-K72502177	7	-1.0201	0	-0.14572857142857143	1.315	VCAP	-666		negative
BRD-K09749233	2	-1.02	-0.51	-0.51	1.315	VCAP	-666		negative
cilnidipine	13	-1.02	-0.6884	-0.4517076923076923	1.3149	MCF7	-666;Calcium channel blocker		negative
paromomycin	1	-1.02	-1.02	-1.02	1.3149	MCF7	-666		negative
zofenopril-calcium	13	-1.02	0	-0.05037692307692307	1.3149	JURKAT	ACE inhibitor		negative
BRD-K39405368	7	-1.0199	0	0.20601428571428568	1.3149	MCF7	-666		negative
BRD-K45358679	2	-1.0199	-0.030700000000000005	-0.030700000000000005	1.3149	U2OS	-666		negative
BRD-K69682028	2	-1.0199	-0.92955	-0.92955	1.3149	A375	-666		negative
BRD-K27599706	1	-1.0198	-1.0198	-1.0198	1.3148	U2OS	-666		negative
BRD-K32885145	8	-1.0198	0.4538	0.26755	1.3147	NEU	-666		negative
BRD-K84876223	3	-1.0198	-0.589	-0.11633333333333333	1.3147	A549	-666		negative
BRD-K03601405	8	-1.0197	0.52385	0.20225	1.3146	VCAP	-666		negative
biochanin-a	12	-1.0197	0.92275	0.38300833333333334	1.3146	A549	Estrogen receptor agonist		negative
dolutegravir	9	-1.0197	0	-0.1445777777777778	1.3147	YAPC	HIV inhibitor		negative
BRD-K15300571	1	-1.0196	-1.0196	-1.0196	1.3146	U2OS	-666		negative
BRD-K40692824	4	-1.0196	-0.88635	-0.492875	1.3146	PC3	-666		negative
BRD-K86981020	4	-1.0196	0.355	0.13347499999999998	1.3145	VCAP	-666		negative
droperidol	20	-1.0196	0	0.032195	1.3146	PC3	Dopamine receptor antagonist		negative
BRD-K00256608	9	-1.0195	0	0.06825555555555554	1.3144	VCAP	-666		negative
BRD-K70809902	8	-1.0195	0	-0.2530625	1.3144	A375	-666		negative
BRD-K73533033	3	-1.0195	0.9404	0.388	1.3144	HT29	-666		negative
docosatrienoic-acid	12	-1.0195	0.82715	0.33225	1.3144	NPC	LTB4 inhibitor		negative
BRD-K42634310	5	-1.0194	0	0.01469999999999998	1.3142	A549	-666		negative
SA-424294	2	-1.0194	0.044499999999999984	0.044499999999999984	1.3141	MCF7	-666		negative
BRD-K49525275	1	-1.0193	-1.0193	-1.0193	1.3139	VCAP	-666		negative
BRD-K60554389	1	-1.0193	-1.0193	-1.0193	1.3139	VCAP	-666		negative
BRD-K77265816	2	-1.0193	-0.038500000000000034	-0.038500000000000034	1.314	VCAP	-666		negative
BRD-K91377183	5	-1.0193	-0.8578	-0.55228	1.314	U2OS	-666		negative
SA-418267	3	-1.0193	0.915	0.3328	1.314	U2OS	-666		negative
BRD-K28812281	2	-1.0192	-0.9738500000000001	-0.9738500000000001	1.3138	U2OS	-666		negative
BRD-K54674054	9	-1.0192	0	-0.17084444444444447	1.3138	A549	-666		negative
BRD-K66224104	12	-1.0192	0.33885	0.3964666666666667	1.3138	PHH	-666		negative
BRD-K96207987	4	-1.0192	-0.4839	-0.24667500000000003	1.3138	VCAP	-666		negative
BRD-K18863894	1	-1.0191	-1.0191	-1.0191	1.3136	VCAP	-666		negative
BRD-K52657367	6	-1.0191	0	-0.1532333333333333	1.3135	A375	-666		negative
BRD-K84455184	6	-1.0191	-0.3263	-0.30598333333333333	1.3135	U2OS	-666		negative
BRD-K89005359	9	-1.0191	0	-0.3013111111111111	1.3134	HCC515	-666		negative
BRD-K24536757	1	-1.019	-1.019	-1.019	1.3131	MCF7	-666		negative
BRD-K28169522	4	-1.019	0.80305	0.394875	1.3133	U2OS	-666		negative
BRD-K79947616	2	-1.019	-0.06169999999999998	-0.06169999999999998	1.3133	A549	-666		negative
benzyl-alcohol	3	-1.019	-0.8104	-0.3105666666666666	1.3133	A549	Anesthetic - local		negative
BRD-K79353214	9	-1.0189	0	0.024044444444444448	1.3128	HA1E	-666		negative
BRD-K62547690	1	-1.0188	-1.0188	-1.0188	1.3126	U2OS	-666		negative
BRD-K62590692	2	-1.0188	-0.5094	-0.5094	1.3125	A375	-666		negative
betulinic-acid	27	-1.0187	0	0.07418888888888889	1.3123	VCAP	Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor;Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor		negative
iopanoic-acid	13	-1.0187	0	0.3713923076923077	1.3123	A549	Thyroid hormone inhibitor		negative
