term	coef	HR	CI_lower	CI_upper	p_value
score_use	-0.49686478394137146	0.608435248465528	0.3482357187931484	1.0630542233239524	0.08095116094934222
subtypeABC	0.5261751789301399	1.6924466077576794	1.2296683699225806	2.329388630440918	0.0012443785105124723
